transaction_id,customer_id,purchase_date,order_value,num_items,payment_method,channel,store_id,product_category
TXN-ZBXPLSGL92BW,CUST-10008836,2025-12-28,251.5,3,credit_card,online,ONLINE,Electronics
TXN-0IR321KNNK2B,CUST-10008778,2025-08-14,80.04,6,cash,online,ONLINE,Footwear
TXN-05FFI4I3US1Z,CUST-10002511,2025-10-25,257.27,6,gift_card,store,STORE-292,Outdoor
TXN-RWA2ZRP0C6OY,CUST-10000831,2025-11-22,291.06,2,debit_card,online,ONLINE,Grocery
TXN-SVIIV0FJWS2H,CUST-10007289,2025-08-29,105.76,7,debit_card,online,ONLINE,Footwear
TXN-24S7OI8DMVC2,CUST-10005165,2026-05-22,477.58,5,cash,online,ONLINE,Beauty
TXN-5UXHUS9QNC3A,CUST-10006338,2026-04-22,65.4,3,cash,store,STORE-104,Toys
TXN-R8SE4FDY4WVO,CUST-10001657,2025-08-02,82.41,7,gift_card,online,ONLINE,Outdoor
TXN-XH6F2L2X8BNB,CUST-10009336,2026-05-01,57.73,7,cash,online,ONLINE,Footwear
TXN-Q1J2CC1707UX,CUST-10000995,2025-08-03,121.01,4,debit_card,online,ONLINE,Outdoor
TXN-U8BAHSEFMT98,CUST-10007379,2026-05-01,65.39,2,gift_card,online,ONLINE,Electronics
TXN-LGWU1NV8BZEH,CUST-10003159,2026-01-10,447.04,2,cash,store,STORE-331,Apparel
TXN-VQQHEUWLXVSX,CUST-10008854,2026-06-03,156.48,7,cash,online,ONLINE,Footwear
TXN-49DRDLTGUO4N,CUST-10003603,2026-03-25,95.23,2,gift_card,store,STORE-031,Home
TXN-G66LSGP83J5V,CUST-10001568,2025-05-07,336.56,7,debit_card,online,ONLINE,Electronics
TXN-55LSYY58LTH1,,2025-10-01,,8,credit_card,online,ONLINE,Electronics
TXN-JFA8LO14S19H,CUST-10003287,2025-05-31,618.4,3,cash,store,STORE-145,Grocery
TXN-HUBPNCQGYY0C,CUST-10007547,2025-05-18,72.12,8,credit_card,online,ONLINE,Toys
TXN-JZ9NOZY4ZD5C,CUST-10003447,2026-01-31,155.8,7,gift_card,online,ONLINE,Electronics
TXN-PV84C3TY99XF,CUST-10005674,2025-11-14,27.05,9,debit_card,online,ONLINE,Outdoor
TXN-YDPBUCLYK728,CUST-10005791,2025-06-25,64.52,3,cash,store,STORE-321,Footwear
TXN-XEVL6LPN5XKN,CUST-10005596,2025-08-07,285.57,7,gift_card,store,STORE-362,Electronics
TXN-P3GIPUCP99XB,CUST-10004517,2025-10-29,524.52,2,credit_card,online,ONLINE,Footwear
TXN-A4O03YGJOL5Q,,2025-09-06,216.84,6,debit_card,store,STORE-058,Toys
TXN-P7LF0KHY7W4L,CUST-10009154,2025-08-12,388.72,8,debit_card,online,ONLINE,Toys
TXN-JEQGT5LT8PJI,CUST-10003715,2025-08-26,497.26,5,gift_card,online,ONLINE,Electronics
TXN-DJCMZYGOROJ4,CUST-10000311,2025-04-08,245.89,8,cash,online,ONLINE,Electronics
TXN-BRIYGC68R5TD,CUST-10004841,2026-03-09,278.59,3,credit_card,store,STORE-246,
TXN-ZETYIS6K0VAZ,CUST-10002268,2025-06-23,170.28,8,debit_card,online,ONLINE,Electronics
TXN-LMMJDVRIQODE,CUST-10004678,2025-12-11,133.03,8,debit_card,store,STORE-346,Toys
TXN-FWMNUIMLAVF6,CUST-10001129,2025-04-29,95.42,5,cash,online,ONLINE,Grocery
TXN-ZZTYPGP9DZ7E,CUST-10003571,2025-08-27,314.21,8,debit_card,store,STORE-173,Home
TXN-LY5MFIJ2QLT3,CUST-10007046,2025-07-29,136.45,6,cash,online,ONLINE,Grocery
TXN-IBYY1ZOZAFVX,  CUST-10004360 ,2026-02-17,181.1,5,credit_card,online,ONLINE,Beauty
TXN-P81MGVQE34ED,CUST-10000484,2025-04-29,360.09,1,gift_card,store,STORE-105,Apparel
TXN-2DN2DIYFARUU,CUST-10004813,2026-06-26,206.58,2,cash,store,STORE-017,Toys
TXN-5921OUASJGKU,CUST-10008848,2025-06-24,246.1,6,credit_card,store,STORE-204,Grocery
TXN-7ELABDXTE8GA,CUST-10008117,2025-04-11,281.39,5,cash,store,STORE-186,Home
TXN-EXU8ZSIYB98Y,CUST-10007100,2025-06-13,65.57,2,debit_card,store,STORE-038,Home
TXN-JVWYOMQM2HM6,CUST-10008902,2026-06-18,50.06,6,cash,online,ONLINE,Apparel
TXN-JPQUWOKKB8YW,CUST-10002711,2025-07-17,202.99,9,gift_card,store,STORE-305,Electronics
TXN-B68R1X90F0Q8,CUST-10005425,2025-07-14,286.36,5,cash,store,STORE-021,Home
TXN-7IN0MQAJV6VF,CUST-10004767,2025-05-09,206.35,6,gift_card,store,STORE-249,Apparel
TXN-F2OGF7INFKVL,CUST-10001685,2026-01-07,52.64,3,gift_card,online,ONLINE,Electronics
TXN-QJK7EDEP6PX4,CUST-10009582,2026-06-12,155.87,4,cash,store,STORE-191,Toys
TXN-S7KFFXNRN46S,CUST-10000948,2026-06-29,39.68,7,gift_card,online,ONLINE,Apparel
TXN-PPGTS6S6ISAA,CUST-10009017,2025-07-04,200.55,8,credit_card,store,STORE-239,Electronics
TXN-7QE1P8ZO0FLD,CUST-10000177,2026-03-23,65.88,7,cash,store,STORE-309,Home
TXN-0WDY6I2JP209,CUST-10005045,2026-05-03,516.57,6,gift_card,online,ONLINE,Apparel
TXN-SAX49GWRBYHY,CUST-10004514,2025-12-29,65.38,8,cash,store,STORE-267,Electronics
TXN-C86ELGREBQPU,CUST-10000116,2025-06-22,203.42,9,debit_card,online,ONLINE,Toys
TXN-YHU7994CQ09I,CUST-10005183,2025-12-09,,5,cash,store,STORE-183,Beauty
TXN-A91LI2L202NI,CUST-10004970,2025-12-19,123.13,7,cash,store,STORE-309,Beauty
TXN-8099IEB9L94B,CUST-10000525,2025-05-28,130.69,3,gift_card,online,ONLINE,Electronics
TXN-8J0JJVZBYZT4,CUST-10005495,2025-07-22,247.48,1,debit_card,online,ONLINE,Electronics
TXN-Y7H8R2Q2DDLC,CUST-10006132,2026-06-28,55.79,8,credit_card,store,STORE-068,Grocery
TXN-1MKYFDAY0BX5,CUST-10007358,2026-03-10,364.81,7,cash,store,STORE-335,Home
TXN-7F5XLMQOUPZX,CUST-10006249,2025-05-20,146.81,4,cash,online,ONLINE,Electronics
TXN-88Q3PKHUC6UL,CUST-10002646,2026-01-02,418.43,2,gift_card,store,STORE-271,Home
TXN-22PNPH6GVYN8,CUST-10000846,2025-11-08,124.75,1,gift_card,online,ONLINE,Home
TXN-HH231STKWJUZ,CUST-10009897,2025-07-31,94.33,6,cash,online,ONLINE,Grocery
TXN-A67RPYLBP5LK,CUST-10003279,2026-03-26,279.42,3,gift_card,online,ONLINE,Footwear
TXN-9NWCGUTNND81,,2026-04-08,543.89,4,credit_card,online,ONLINE,Grocery
TXN-H33Y9GULO7HS,CUST-10001893,2025-05-01,68.51,1,gift_card,online,ONLINE,Electronics
TXN-0ZZMSQ2KWCAR,CUST-10002976,2026-03-09,38.44,3,debit_card,store,STORE-398,Toys
TXN-LONT7TZXGOHR,CUST-10004886,2025-06-28,,7,cash,online,ONLINE,Home
TXN-QJF947Z4UZJ9,CUST-10007966,2026-06-23,158.0,4,debit_card,store,STORE-342,Toys
TXN-LZHPDN3290BV,CUST-10005411,2025-11-19,83.0,5,cash,store,STORE-286,Home
TXN-O77YGKN6QDNU,CUST-10000900,2026-01-08,35.5,5,debit_card,store,STORE-066,Footwear
TXN-8YH1ZKM4QTWH,CUST-10000341,2025-05-04,158.73,2,credit_card,online,ONLINE,Footwear
TXN-U6WWA29MCQWU,CUST-10006241,2025-04-21,34.2,9,gift_card,store,STORE-219,Home
TXN-J2IX6WWHJJ90,CUST-10009100,2025-08-02,37.42,8,debit_card,store,STORE-156,Electronics
TXN-1I9XWI3RFFN9,CUST-10004653,2025-11-16,74.91,6,debit_card,online,ONLINE,Toys
TXN-C1N7GEG51DWS,CUST-10006956,07/18/2025,322.21,3,debit_card,online,ONLINE,Home
TXN-CKGVL4L870NP,CUST-10009124,2025-11-18,,8,cash,store,STORE-304,Home
TXN-IKQKOFFV3MGW,CUST-10006649,2025-11-15,35.32,7,debit_card,online,ONLINE,Outdoor
TXN-UNXG5FG0DIBB,  CUST-10007953 ,06/18/2026,463.93,4,gift_card,store,STORE-085,Beauty
TXN-GMAL6P7GRZOH,CUST-10007887,2026-03-26,241.25,9,gift_card,online,ONLINE,Apparel
TXN-RI0WWSDQA5T0,CUST-10009276,11/21/2025,,9,gift_card,online,ONLINE,Apparel
TXN-036WQUJIACTG,CUST-10009425,2026-03-28,390.47,2,cash,store,STORE-354,
TXN-ITS2XTIPD0L5,CUST-10000344,2025-07-19,600.85,2,cash,store,STORE-041,Beauty
TXN-FQJBZSLC0SMQ,CUST-10002178,2026-05-11,280.13,2,credit_card,online,ONLINE,Home
TXN-4E3ZKN5UY20E,CUST-10004876,2026-04-15,279.19,9,debit_card,online,ONLINE,Outdoor
TXN-AN28FEKR7H3S,CUST-10003969,11/12/2025,63.77,5,debit_card,store,STORE-227,Outdoor
TXN-I4XMK20P6W92,CUST-10004017,2025-05-07,,9,credit_card,store,STORE-027,Home
TXN-N6GXXBBH3VDH,CUST-10006215,2026-05-28,52.35,3,cash,online,ONLINE,Footwear
TXN-7RN6DI75871A,CUST-10003544,05/27/2025,41.27,4,cash,store,STORE-248,Footwear
TXN-BZHOBYQ9RMES,CUST-10009174,2025-05-09,33.19,4,credit_card,store,STORE-276,Home
TXN-6XHKCRJT95W8,CUST-10007720,2025-05-06,,6,debit_card,online,ONLINE,Footwear
TXN-MHRC2OKDCHCP,CUST-10008542,2025-08-09,37.75,8,cash,store,STORE-029,Home
TXN-DPF9T8PXP7AG,CUST-10008973,2025-10-23,63.23,7,debit_card,store,STORE-010,Footwear
TXN-U9CPAMUGXJVR,  CUST-10005075 ,2026-05-24,28.72,4,debit_card,online,ONLINE,Outdoor
TXN-3V0MJGE3BXZ4,CUST-10006898,2025-08-25,129.43,1,gift_card,store,STORE-339,Beauty
TXN-RIKBCBPIR0NL,CUST-10001733,2026-01-21,116.56,6,credit_card,online,ONLINE,Beauty
TXN-7I56ODIKNQA6,CUST-10002715,2026-06-18,77.99,2,gift_card,store,STORE-097,Footwear
TXN-6IO02G9IKRSC,CUST-10001126,2025-10-31,44.13,7,gift_card,store,STORE-274,Toys
TXN-HUB6IPWLSTKT,CUST-10004791,05/07/2025,71.6,8,credit_card,online,ONLINE,Footwear
TXN-3XEUWXE352HG,CUST-10006621,2025-07-09,42.12,8,gift_card,store,STORE-323,Grocery
TXN-JMXWYNC2KQFL,CUST-10001192,2026-03-20,57.45,5,gift_card,store,STORE-012,Toys
TXN-S5Y5O7194FEW,CUST-10001720,2025-12-09,210.43,1,cash,online,ONLINE,Outdoor
TXN-9S7BDTX97FFR,CUST-10007883,2025-06-17,,2,gift_card,store,STORE-339,Outdoor
TXN-LA2UEPUXQ5M4,CUST-10001610,2025-10-31,63.1,9,cash,store,STORE-274,Outdoor
TXN-YOQHP8QQ1W5Q,CUST-10008718,2025-06-07,29.17,9,gift_card,store,STORE-229,Grocery
TXN-YGFWI0HM1MOL,CUST-10003042,2025-06-13,112.76,6,cash,online,ONLINE,Toys
TXN-GZPBQ8YYRNSH,CUST-10006518,2026-01-12,184.27,2,credit_card,online,ONLINE,Beauty
TXN-MQW4QOPTJ5JS,CUST-10002771,2025-12-21,62.21,7,gift_card,store,STORE-129,Beauty
TXN-8SJDWOFC5Z78,CUST-10009973,2026-03-19,84.61,7,credit_card,online,ONLINE,Electronics
TXN-6B0J0WCH01KK,CUST-10004357,2025-11-22,70.14,9,debit_card,online,ONLINE,Footwear
TXN-E3Q5LJ173YIJ,CUST-10007987,2026-01-31,96.07,6,cash,online,ONLINE,Apparel
TXN-P7LI3NLX7UML,CUST-10006144,2025-07-02,41.93,1,debit_card,online,ONLINE,Grocery
TXN-7NHPJCH588YW,CUST-10006191,2025-06-20,495.6,9,cash,online,ONLINE,Electronics
TXN-553ZHCNFGE4L,CUST-10008637,2025-09-17,68.48,3,cash,store,STORE-324,Grocery
TXN-O9OYI1VJEVPT,CUST-10000506,2025-09-23,258.74,9,cash,online,ONLINE,Apparel
TXN-0VLWLAR5J3WU,CUST-10009302,2026-06-08,213.93,6,cash,store,STORE-394,Home
TXN-EEX5FR7NTTYY,CUST-10000338,2025-10-07,92.04,2,cash,online,ONLINE,Toys
TXN-AT3TLZCATNPB,CUST-10001931,2025-12-28,24.59,4,credit_card,store,STORE-381,
TXN-GKNIU3U75LL6,CUST-10001329,2025-07-26,248.76,5,credit_card,online,ONLINE,Toys
TXN-1B3DB5DIKI7J,CUST-10002563,2025-04-17,144.2,3,debit_card,online,ONLINE,Outdoor
TXN-F55JVB02W7HA,CUST-10002919,2026-05-04,457.7,8,cash,store,STORE-156,Home
TXN-5THJCFGU7FMV,CUST-10002633,2025-12-14,168.82,5,debit_card,online,ONLINE,Apparel
TXN-FU9F28I7ZN0T,CUST-10001116,2026-04-04,198.78,6,debit_card,online,ONLINE,Toys
TXN-YNNDW5DWS7X7,CUST-10007480,2025-09-15,171.52,8,credit_card,store,STORE-284,Home
TXN-IK0O8A61MIDH,CUST-10001356,2025-09-09,24.15,4,credit_card,online,ONLINE,
TXN-GW7ICQA63NA9,CUST-10002578,04/20/2025,140.32,4,debit_card,online,ONLINE,Toys
TXN-YNSV6KV6DBR0,CUST-10001264,2025-07-23,561.97,9,credit_card,online,ONLINE,Home
TXN-R6GAFYPKR7O9,CUST-10005269,2025-04-16,29.12,5,gift_card,online,ONLINE,Outdoor
TXN-XX23DQJJY8CS,CUST-10005917,2026-03-13,489.78,3,cash,store,STORE-208,Electronics
TXN-VJPDC0MBRC4U,CUST-10001197,2025-09-02,414.51,8,cash,online,ONLINE,Beauty
TXN-VYCWSBCX0MRF,CUST-10007587,2026-03-09,377.6,8,debit_card,online,ONLINE,Footwear
TXN-RS1T0NWJXSCV,CUST-10004221,2026-02-07,583.26,5,debit_card,online,ONLINE,Beauty
TXN-OE1NU7VQ6IQA,CUST-10004459,2025-11-05,30.48,6,debit_card,online,ONLINE,Toys
TXN-R9PTEW0QNPBW,CUST-10006983,2025-06-23,109.02,1,gift_card,online,ONLINE,Home
TXN-S9HKLOMAGUZN,CUST-10001049,2026-04-22,62.25,3,cash,store,STORE-398,Grocery
TXN-D5HF2S0SGS2J,CUST-10000304,2025-12-29,115.42,4,cash,store,STORE-271,Grocery
TXN-G07SQ739HILZ,CUST-10003495,2025-07-21,88.62,1,gift_card,store,STORE-324,Outdoor
TXN-L1FUVRNRH3SJ,  CUST-10007780 ,2025-10-05,354.95,6,credit_card,online,ONLINE,Home
TXN-A61H8NPCO48W,CUST-10009202,2026-03-01,134.32,8,cash,online,ONLINE,Apparel
TXN-NMTFE9AU87O2,CUST-10008396,2025-05-10,131.84,7,cash,store,STORE-338,Footwear
TXN-PZWQ4YNPD5UG,CUST-10006624,2025-11-11,54.04,9,debit_card,store,STORE-344,Toys
TXN-2YRT7YBH2KDR,CUST-10007462,2026-01-08,68.94,4,credit_card,online,ONLINE,
TXN-CRXQ8MOD1QCH,CUST-10000348,2025-07-09,284.44,8,debit_card,store,STORE-063,Home
TXN-QSB7BDXX9130,CUST-10007184,2025-05-25,169.8,6,cash,store,STORE-378,Apparel
TXN-5E8RP1TVPSTZ,CUST-10003224,2026-06-02,221.21,9,cash,online,ONLINE,Electronics
TXN-HNWJTQ4ADU5U,CUST-10003943,2025-11-21,123.45,9,debit_card,store,STORE-095,Electronics
TXN-V1GZBM875VCZ,CUST-10000929,2025-12-08,188.84,6,debit_card,online,ONLINE,Toys
TXN-ACI753QGCV36,CUST-10003290,2026-04-29,,5,debit_card,store,STORE-328,Home
TXN-U9H95N906VQA,CUST-10000809,2026-03-20,22.5,6,credit_card,store,STORE-010,Footwear
TXN-ZQ1N0HYLNIG5,CUST-10008715,2026-04-11,270.3,5,cash,online,ONLINE,Home
TXN-U52WKGEY5ROL,CUST-10009801,2026-03-01,374.77,9,debit_card,online,ONLINE,Outdoor
TXN-921QK8DFL577,CUST-10006622,12/27/2025,45.84,1,credit_card,online,ONLINE,Outdoor
TXN-JYQ287GEJ9MU,CUST-10005517,2025-06-04,246.66,5,cash,online,ONLINE,Apparel
TXN-QFGMVB96M18U,CUST-10000504,2025-07-19,98.81,2,cash,store,STORE-320,Grocery
TXN-LWU8Z5R50A29,CUST-10000142,2025-11-04,,2,cash,store,STORE-268,Footwear
TXN-CDC71B7MV1Q3,CUST-10009863,2025-10-24,141.11,3,credit_card,store,STORE-379,Grocery
TXN-69CDWXX5WSOZ,CUST-10009207,2025-11-13,252.11,5,cash,store,STORE-086,
TXN-QCP8D2W1C7O3,CUST-10002399,2026-05-21,364.79,3,gift_card,online,ONLINE,Apparel
TXN-XFZWQ8RT3FZG,CUST-10003761,2025-06-27,231.35,4,cash,online,ONLINE,Grocery
TXN-TTEI5XMDY0OS,CUST-10005279,2025-11-18,499.38,4,cash,online,ONLINE,Electronics
TXN-UDRVQ7L21MFG,CUST-10006964,2025-10-04,141.35,4,debit_card,store,STORE-332,Grocery
TXN-RV8ANNOFYVIC,CUST-10002450,2025-09-18,108.8,4,cash,store,STORE-155,Toys
TXN-OBW2KJQNJ0XM,CUST-10000187,2025-09-23,270.06,1,credit_card,online,ONLINE,Footwear
TXN-0PCIGWF3RKOU,,2025-12-04,282.73,6,cash,store,STORE-107,Outdoor
TXN-8UY8AWV0TOV7,,2025-10-29,251.5,8,gift_card,store,STORE-105,Electronics
TXN-2O5UYO67JP08,CUST-10003006,2026-06-19,170.54,6,credit_card,online,ONLINE,Home
TXN-61UTPTSRVMVY,CUST-10000748,2025-06-08,27.63,2,debit_card,online,ONLINE,Toys
TXN-25LVIP82OH5Y,CUST-10006056,2025-12-07,275.96,1,cash,online,ONLINE,Electronics
TXN-X9WZ1BR0FBFS,CUST-10004455,2026-03-02,127.1,2,cash,online,ONLINE,Grocery
TXN-KD0MXVGBKL5N,CUST-10000288,2026-05-21,108.82,8,debit_card,store,STORE-192,Outdoor
TXN-3ZD3A6OFIQFJ,CUST-10009259,2025-12-05,167.03,8,debit_card,online,ONLINE,Beauty
TXN-T26NBW4VCCDN,CUST-10003131,2025-08-24,109.79,2,credit_card,online,ONLINE,Electronics
TXN-R1WL1M21V3NO,CUST-10009283,2025-08-21,158.2,4,gift_card,online,ONLINE,Footwear
TXN-PERAPIBJ1PB8,CUST-10006511,2025-11-14,151.66,8,credit_card,store,STORE-114,Grocery
TXN-9S8EKPOA6SUV,CUST-10005454,2025-05-19,21.61,7,gift_card,store,STORE-217,Beauty
TXN-MEA6N4EQONTG,CUST-10004365,2025-07-25,154.71,7,gift_card,online,ONLINE,Toys
TXN-CRQ412WG6495,CUST-10004971,2025-11-14,74.3,2,gift_card,online,ONLINE,Home
TXN-8QVUBKQ0S6DA,CUST-10007255,2026-05-13,561.85,7,cash,online,ONLINE,Apparel
TXN-J2BRDFMP7MYD,CUST-10006583,2026-06-03,201.72,4,cash,store,STORE-302,Outdoor
TXN-QCK8ECYXHTEO,CUST-10002189,2025-11-23,260.5,3,credit_card,online,ONLINE,Grocery
TXN-R6ROGD4YN41N,CUST-10002563,2026-06-08,,1,debit_card,online,ONLINE,Electronics
TXN-78FUFOW4XEOQ,CUST-10008267,2025-12-14,247.9,7,gift_card,online,ONLINE,Grocery
TXN-ZWUV58J34SDE,CUST-10009088,2025-10-28,56.98,2,credit_card,store,STORE-114,Grocery
TXN-FFBZVENBWJU9,CUST-10007510,2026-03-20,30.08,5,gift_card,store,STORE-149,Electronics
TXN-JNXPOSB0NOZH,CUST-10006147,2026-03-16,170.95,4,credit_card,store,STORE-006,Grocery
TXN-V6DZ1KNTM37E,CUST-10000740,2026-03-09,139.4,6,debit_card,online,ONLINE,Apparel
TXN-6JO1C0T086IH,CUST-10005745,2025-05-24,77.51,6,credit_card,online,ONLINE,Electronics
TXN-D6P4NIHMP271,CUST-10004971,2025-10-28,75.46,7,debit_card,online,ONLINE,Beauty
TXN-6EFOFXKGUOE2,CUST-10005435,2026-06-01,118.45,7,cash,online,ONLINE,Home
TXN-8JUQ9KXU8Z1O,CUST-10005893,2026-03-15,69.73,9,cash,online,ONLINE,Toys
TXN-EB26ZPTKNVY4,CUST-10000047,2025-08-29,190.13,5,credit_card,store,STORE-338,Apparel
TXN-4IJMMJQZQ00X,CUST-10003807,2025-11-04,240.05,7,cash,store,STORE-361,Home
TXN-23DUP7UA9C37,CUST-10002994,2025-07-25,39.95,2,gift_card,store,STORE-304,Electronics
TXN-H9PPB3X9CWA5,CUST-10001045,2026-06-16,55.91,3,gift_card,online,ONLINE,Home
TXN-N234PU4V6F2T,CUST-10000653,2026-05-02,69.91,2,cash,store,STORE-020,Outdoor
TXN-6NQ1D6HA6RET,CUST-10000937,2025-10-21,28.5,7,cash,store,STORE-069,Apparel
TXN-X4A387FO6JJ0,CUST-10000567,2026-02-10,,2,credit_card,store,STORE-018,Toys
TXN-MARQLHJJCCX5,CUST-10006494,2025-07-14,240.94,7,gift_card,store,STORE-216,Toys
TXN-5H2O7QJKIRWC,CUST-10009271,2026-01-07,285.89,1,debit_card,store,STORE-108,Footwear
TXN-NODGMHFHKCL6,CUST-10002204,01/11/2026,21.95,3,gift_card,store,STORE-287,Home
TXN-7HB3JIMA53AM,CUST-10003693,2026-04-21,,1,cash,online,ONLINE,Outdoor
TXN-FTJMTFCHNQ1N,CUST-10001373,2026-02-12,248.22,8,gift_card,store,STORE-169,Footwear
TXN-EYABGGZRXDRA,CUST-10007572,2026-05-20,254.42,1,gift_card,online,ONLINE,Grocery
TXN-XKY981QBBHYF,CUST-10004868,2026-05-11,94.51,4,cash,online,ONLINE,Grocery
TXN-Q2BPY1BNZ1TG,CUST-10009514,2025-11-29,359.18,2,credit_card,store,STORE-030,Outdoor
TXN-3P6361FRWW1N,CUST-10005583,2025-05-10,128.38,1,gift_card,online,ONLINE,Home
TXN-P4SUCAXK9C71,CUST-10005036,2026-01-06,138.43,3,gift_card,store,STORE-209,Toys
TXN-ZG9FYCFDHG9C,CUST-10002629,06/29/2025,174.65,2,debit_card,store,STORE-206,Footwear
TXN-HD4H3GQ9A2ZC,CUST-10008016,2026-01-01,136.83,3,debit_card,store,STORE-153,Electronics
TXN-F7CA36G8QXY3,CUST-10002126,06/24/2026,259.6,1,gift_card,store,STORE-355,Apparel
TXN-YXO0HZLHRM6D,CUST-10002475,2025-09-17,170.89,1,debit_card,store,STORE-398,Home
TXN-UOW7HFD7QRYV,CUST-10007888,2025-09-11,137.71,8,cash,online,ONLINE,Outdoor
TXN-MX2A1QUBNGIF,CUST-10000393,2025-12-31,133.5,9,gift_card,online,ONLINE,Electronics
TXN-4C0XZF55SUBC,CUST-10008608,2026-06-05,22.24,7,gift_card,online,ONLINE,Apparel
TXN-ZVWUZQBX151D,CUST-10008106,2025-06-08,78.5,9,cash,online,ONLINE,Apparel
TXN-S07VV5DDL0UQ,CUST-10004641,2026-03-09,514.21,6,cash,online,ONLINE,Outdoor
TXN-BENPFTSFO5W3,CUST-10003354,2026-04-28,156.54,4,gift_card,online,ONLINE,Electronics
TXN-178GRRUESQ5Y,CUST-10005032,2026-02-13,86.1,9,gift_card,store,STORE-357,Footwear
TXN-4XI6GRHOGGJR,CUST-10003765,06/08/2026,167.65,2,debit_card,store,STORE-186,Beauty
TXN-9AEWK36SJV4O,CUST-10008757,2025-08-13,330.81,9,gift_card,online,ONLINE,Electronics
TXN-FN295608959H,CUST-10008766,2026-01-15,200.3,9,debit_card,online,ONLINE,Toys
TXN-1DUWEIAJE500,CUST-10001112,2026-02-12,178.14,1,debit_card,online,ONLINE,Beauty
TXN-SNOMYM082DWQ,CUST-10009455,2025-12-28,584.36,8,gift_card,store,STORE-142,Outdoor
TXN-5F7ZBNIAC1NA,CUST-10000114,2026-03-26,89.03,1,gift_card,store,STORE-126,Apparel
TXN-RB081RR5Z78W,CUST-10003085,2026-04-06,141.37,7,cash,store,STORE-315,Toys
TXN-1PP3NJB0SCM8,CUST-10004921,09/14/2025,74.89,7,debit_card,online,ONLINE,Home
TXN-EJ2I7TV0QZXT,CUST-10008922,2026-03-08,200.44,7,gift_card,store,STORE-279,Beauty
TXN-MX0CALKIJCZL,CUST-10000052,2025-10-19,140.04,4,credit_card,online,ONLINE,Apparel
TXN-JP5QG1DEGHU2,CUST-10006446,2026-01-13,581.14,8,credit_card,online,ONLINE,Footwear
TXN-JD387TGP1FPJ,CUST-10005638,2025-10-16,359.03,7,gift_card,online,ONLINE,Grocery
TXN-REWMGAHV7W20,CUST-10002321,2026-02-07,140.49,8,cash,online,ONLINE,Beauty
TXN-ZPRJP4SKZJGK,CUST-10005711,2026-06-22,21.5,9,cash,store,STORE-165,Electronics
TXN-ROJ8TF8Q7XJP,CUST-10005330,2025-10-24,174.01,1,credit_card,online,ONLINE,Electronics
TXN-1O0PJZFO4IEI,CUST-10004240,2025-12-31,24.01,7,debit_card,store,STORE-159,Beauty
TXN-CZP5HHBIQHV3,CUST-10007274,2025-09-02,118.4,8,cash,online,ONLINE,Electronics
TXN-7H55JO04HW18,CUST-10007870,2025-10-17,149.21,5,credit_card,online,ONLINE,Electronics
TXN-ZGD32K2SJQ4E,CUST-10009197,2025-06-28,285.64,3,credit_card,online,ONLINE,Apparel
TXN-5OG0W55PUGHF,CUST-10009533,2025-09-18,582.62,9,debit_card,online,ONLINE,Grocery
TXN-R769VUBW6OLW,,2026-05-21,145.62,3,cash,store,STORE-345,Toys
TXN-MAGD59790DQW,CUST-10009664,2025-08-12,235.02,9,debit_card,store,STORE-212,Electronics
TXN-4JLIHF69XA15,CUST-10002627,2026-06-20,72.32,7,credit_card,online,ONLINE,Electronics
TXN-5UCC933DG413,CUST-10007890,2025-04-12,59.19,9,gift_card,store,STORE-206,Grocery
TXN-1QA7QS5KO3E2,CUST-10002761,2025-07-30,358.45,3,credit_card,online,ONLINE,Apparel
TXN-QMSY0MREOTHH,CUST-10000439,2025-11-01,168.58,2,debit_card,online,ONLINE,Apparel
TXN-3CPBOHD2PUBC,CUST-10000392,2025-08-31,373.3,7,cash,store,STORE-051,Outdoor
TXN-KR9CCKJZ35YX,CUST-10000975,2025-06-26,49.82,4,debit_card,online,ONLINE,Electronics
TXN-J3CZLYAMQSYX,CUST-10002853,2025-04-02,118.7,9,credit_card,online,ONLINE,Beauty
TXN-D7177RBBJ1KR,CUST-10008747,2026-01-30,202.37,1,gift_card,store,STORE-068,Toys
TXN-5MHHA2QGJF31,CUST-10005371,2025-09-25,461.86,5,debit_card,online,ONLINE,Home
TXN-EOV14DBSPOPL,CUST-10009182,2025-09-08,286.49,8,credit_card,online,ONLINE,Toys
TXN-QQK2V4UMND6F,CUST-10004025,2025-12-02,193.83,3,gift_card,store,STORE-314,Electronics
TXN-XKOIK8OXFVO8,CUST-10008527,2025-12-17,319.38,9,gift_card,store,STORE-343,Grocery
TXN-R4BO4X9APM4B,CUST-10005126,2026-03-16,205.87,1,credit_card,online,ONLINE,Beauty
TXN-NXDDG0DHGC7W,CUST-10004322,2025-05-23,199.11,8,gift_card,online,ONLINE,Home
TXN-RHOGCPMMZFR1,CUST-10002943,2025-10-23,262.9,4,credit_card,online,ONLINE,Toys
TXN-D55S1MVD4IE4,CUST-10004195,2025-07-31,68.04,6,gift_card,online,ONLINE,Electronics
TXN-EOSLBK3PSAY4,CUST-10003546,2025-07-27,198.74,8,credit_card,store,STORE-292,Electronics
TXN-3SNE2O57QG8M,CUST-10004631,2026-02-09,130.97,7,debit_card,store,STORE-349,Grocery
TXN-OLZMY95B0PD3,CUST-10000553,2025-09-15,116.99,1,debit_card,store,STORE-020,Grocery
